risk_id,initiative_id,risk_name,risk_domain,description,likelihood,impact,control_effectiveness,status
RSK-00608,TR-0091,Technology risk for ERP Modernization Program 091,Technology,Potential technology risk associated with the transformation.,4,5,41.18,Monitoring
RSK-00609,TR-0091,Financial risk for ERP Modernization Program 091,Financial,Potential financial risk associated with the transformation.,4,5,83.95,Monitoring
RSK-00610,TR-0091,Compliance risk for ERP Modernization Program 091,Compliance,Potential compliance risk associated with the transformation.,4,2,88.37,Open
RSK-00611,TR-0091,People & Change risk for ERP Modernization Program 091,People & Change,Potential people & change risk associated with the transformation.,4,4,53.68,Open
RSK-00612,TR-0091,Vendor & Dependency risk for ERP Modernization Program 091,Vendor & Dependency,Potential vendor & dependency risk associated with the transformation.,2,5,58.2,Open
RSK-00613,TR-0092,Compliance risk for Legacy Application Replacement Program 092,Compliance,Potential compliance risk associated with the transformation.,2,4,54.3,Monitoring
RSK-00614,TR-0092,Cybersecurity risk for Legacy Application Replacement Program 092,Cybersecurity,Potential cybersecurity risk associated with the transformation.,3,3,42.01,Open
RSK-00615,TR-0092,Vendor & Dependency risk for Legacy Application Replacement Program 092,Vendor & Dependency,Potential vendor & dependency risk associated with the transformation.,5,2,89.23,Open
RSK-00616,TR-0092,Data risk for Legacy Application Replacement Program 092,Data,Potential data risk associated with the transformation.,2,3,28.8,Monitoring
RSK-00617,TR-0092,People & Change risk for Legacy Application Replacement Program 092,People & Change,Potential people & change risk associated with the transformation.,3,3,68.03,Monitoring
RSK-00618,TR-0093,Data risk for Cloud Migration Program 093,Data,Potential data risk associated with the transformation.,2,4,87.52,Open
RSK-00619,TR-0093,Operational risk for Cloud Migration Program 093,Operational,Potential operational risk associated with the transformation.,4,5,39.7,Open
RSK-00620,TR-0093,Vendor & Dependency risk for Cloud Migration Program 093,Vendor & Dependency,Potential vendor & dependency risk associated with the transformation.,5,5,33.31,Open
RSK-00621,TR-0093,People & Change risk for Cloud Migration Program 093,People & Change,Potential people & change risk associated with the transformation.,4,3,46.11,Open
RSK-00622,TR-0093,Cybersecurity risk for Cloud Migration Program 093,Cybersecurity,Potential cybersecurity risk associated with the transformation.,2,4,67.45,Monitoring
RSK-00623,TR-0093,Compliance risk for Cloud Migration Program 093,Compliance,Potential compliance risk associated with the transformation.,4,3,42.78,Open
RSK-00624,TR-0093,Financial risk for Cloud Migration Program 093,Financial,Potential financial risk associated with the transformation.,3,3,36.58,Open
RSK-00625,TR-0094,Operational risk for AI Process Automation Program 094,Operational,Potential operational risk associated with the transformation.,4,2,61.66,Open
RSK-00626,TR-0094,Cybersecurity risk for AI Process Automation Program 094,Cybersecurity,Potential cybersecurity risk associated with the transformation.,3,3,52.81,Open
RSK-00627,TR-0094,Technology risk for AI Process Automation Program 094,Technology,Potential technology risk associated with the transformation.,4,5,74.95,Monitoring
RSK-00628,TR-0094,Vendor & Dependency risk for AI Process Automation Program 094,Vendor & Dependency,Potential vendor & dependency risk associated with the transformation.,3,1,71.99,Open
RSK-00629,TR-0094,Compliance risk for AI Process Automation Program 094,Compliance,Potential compliance risk associated with the transformation.,3,3,85.81,Monitoring
RSK-00630,TR-0095,Compliance risk for AI Process Automation Program 095,Compliance,Potential compliance risk associated with the transformation.,1,4,43.39,Monitoring
RSK-00631,TR-0095,Operational risk for AI Process Automation Program 095,Operational,Potential operational risk associated with the transformation.,4,4,64.53,Accepted
RSK-00632,TR-0095,Cybersecurity risk for AI Process Automation Program 095,Cybersecurity,Potential cybersecurity risk associated with the transformation.,3,4,70.85,Open
RSK-00633,TR-0095,People & Change risk for AI Process Automation Program 095,People & Change,Potential people & change risk associated with the transformation.,3,3,43.05,Open
RSK-00634,TR-0095,Technology risk for AI Process Automation Program 095,Technology,Potential technology risk associated with the transformation.,3,4,39.29,Mitigated
RSK-00635,TR-0095,Vendor & Dependency risk for AI Process Automation Program 095,Vendor & Dependency,Potential vendor & dependency risk associated with the transformation.,3,4,30.29,Open
RSK-00636,TR-0095,Data risk for AI Process Automation Program 095,Data,Potential data risk associated with the transformation.,1,4,47.34,Mitigated
RSK-00637,TR-0096,Financial risk for Data Platform Modernization Program 096,Financial,Potential financial risk associated with the transformation.,2,2,89.94,Open
RSK-00638,TR-0096,Vendor & Dependency risk for Data Platform Modernization Program 096,Vendor & Dependency,Potential vendor & dependency risk associated with the transformation.,1,5,26.3,Open
RSK-00639,TR-0096,People & Change risk for Data Platform Modernization Program 096,People & Change,Potential people & change risk associated with the transformation.,4,5,71.34,Open
RSK-00640,TR-0096,Cybersecurity risk for Data Platform Modernization Program 096,Cybersecurity,Potential cybersecurity risk associated with the transformation.,5,1,89.15,Mitigated
RSK-00641,TR-0096,Technology risk for Data Platform Modernization Program 096,Technology,Potential technology risk associated with the transformation.,5,3,34.26,Monitoring
RSK-00642,TR-0096,Operational risk for Data Platform Modernization Program 096,Operational,Potential operational risk associated with the transformation.,3,4,85.1,Monitoring
RSK-00643,TR-0096,Data risk for Data Platform Modernization Program 096,Data,Potential data risk associated with the transformation.,3,3,33.68,Open
RSK-00644,TR-0097,People & Change risk for ERP Modernization Program 097,People & Change,Potential people & change risk associated with the transformation.,4,5,60.56,Mitigated
RSK-00645,TR-0097,Financial risk for ERP Modernization Program 097,Financial,Potential financial risk associated with the transformation.,3,3,81.25,Open
RSK-00646,TR-0097,Data risk for ERP Modernization Program 097,Data,Potential data risk associated with the transformation.,3,3,58.72,Open
RSK-00647,TR-0097,Cybersecurity risk for ERP Modernization Program 097,Cybersecurity,Potential cybersecurity risk associated with the transformation.,4,3,39.16,Mitigated
RSK-00648,TR-0097,Technology risk for ERP Modernization Program 097,Technology,Potential technology risk associated with the transformation.,3,5,38.48,Monitoring
RSK-00649,TR-0097,Compliance risk for ERP Modernization Program 097,Compliance,Potential compliance risk associated with the transformation.,3,5,34.03,Mitigated
RSK-00650,TR-0098,People & Change risk for Cloud Migration Program 098,People & Change,Potential people & change risk associated with the transformation.,4,3,31.06,Open
RSK-00651,TR-0098,Technology risk for Cloud Migration Program 098,Technology,Potential technology risk associated with the transformation.,2,2,64.54,Open
RSK-00652,TR-0098,Financial risk for Cloud Migration Program 098,Financial,Potential financial risk associated with the transformation.,5,3,30.92,Mitigated
RSK-00653,TR-0098,Cybersecurity risk for Cloud Migration Program 098,Cybersecurity,Potential cybersecurity risk associated with the transformation.,3,3,87.34,Mitigated
RSK-00654,TR-0098,Data risk for Cloud Migration Program 098,Data,Potential data risk associated with the transformation.,4,2,63.57,Accepted
RSK-00655,TR-0098,Operational risk for Cloud Migration Program 098,Operational,Potential operational risk associated with the transformation.,5,2,50.74,Open
RSK-00656,TR-0098,Compliance risk for Cloud Migration Program 098,Compliance,Potential compliance risk associated with the transformation.,2,4,42.8,Open
RSK-00657,TR-0099,Operational risk for Data Platform Modernization Program 099,Operational,Potential operational risk associated with the transformation.,2,4,37.8,Open
RSK-00658,TR-0099,Vendor & Dependency risk for Data Platform Modernization Program 099,Vendor & Dependency,Potential vendor & dependency risk associated with the transformation.,3,2,34.06,Open
RSK-00659,TR-0099,Data risk for Data Platform Modernization Program 099,Data,Potential data risk associated with the transformation.,4,2,53.67,Monitoring
RSK-00660,TR-0099,People & Change risk for Data Platform Modernization Program 099,People & Change,Potential people & change risk associated with the transformation.,3,3,29.67,Open
RSK-00661,TR-0099,Technology risk for Data Platform Modernization Program 099,Technology,Potential technology risk associated with the transformation.,3,5,89.76,Accepted
RSK-00662,TR-0099,Cybersecurity risk for Data Platform Modernization Program 099,Cybersecurity,Potential cybersecurity risk associated with the transformation.,3,2,46.03,Open
RSK-00663,TR-0100,Vendor & Dependency risk for Data Platform Modernization Program 100,Vendor & Dependency,Potential vendor & dependency risk associated with the transformation.,4,3,80.37,Open
RSK-00664,TR-0100,Compliance risk for Data Platform Modernization Program 100,Compliance,Potential compliance risk associated with the transformation.,3,2,57.19,Open
RSK-00665,TR-0100,Technology risk for Data Platform Modernization Program 100,Technology,Potential technology risk associated with the transformation.,2,4,42.15,Open
RSK-00666,TR-0100,Operational risk for Data Platform Modernization Program 100,Operational,Potential operational risk associated with the transformation.,5,1,61.73,Open
RSK-00667,TR-0100,People & Change risk for Data Platform Modernization Program 100,People & Change,Potential people & change risk associated with the transformation.,3,3,30.7,Monitoring
